"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","103"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1320","All retail businesses, excluding motor trades","Base 2015=100","96.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","103"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","133.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","78.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","120.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","116.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","92.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","36.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","79"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","83.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","42.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202104","2021 April","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","105.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","45","Motor trades (45)","Base 2015=100","136.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","128.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","4719","Department stores (4719)","Base 2015=100","56.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","4730","Retail sale of automotive fuel (4730)","Base 2015=100","104"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","182.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","87.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","5630","Bars (5630)","Base 2015=100","9.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","V3970","All retail businesses","Base 2015=100","114.7"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","133.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","111.7"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1320","All retail businesses, excluding motor trades","Base 2015=100","105"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","111.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","126"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.7"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","107.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","115.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","102.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","116.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","86.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","92.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","32.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202105","2021 May","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","102.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","45","Motor trades (45)","Base 2015=100","102.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","123.7"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","4719","Department stores (4719)","Base 2015=100","98.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","4730","Retail sale of automotive fuel (4730)","Base 2015=100","114.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","174.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","162.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","5630","Bars (5630)","Base 2015=100","56.7"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","V3970","All retail businesses","Base 2015=100","113.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","105.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","121.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1320","All retail businesses, excluding motor trades","Base 2015=100","116.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","121.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","122.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","120"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","114"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","136.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","119.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","107"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","106.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","86.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202106","2021 June","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","125.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","45","Motor trades (45)","Base 2015=100","185.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","129.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","4719","Department stores (4719)","Base 2015=100","77.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","4730","Retail sale of automotive fuel (4730)","Base 2015=100","112.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","147.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","103.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","5630","Bars (5630)","Base 2015=100","64"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","V3970","All retail businesses","Base 2015=100","130.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","175.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","112.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1320","All retail businesses, excluding motor trades","Base 2015=100","109.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","112.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","127.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.5"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","112.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","113.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","105.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","111.6"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","71.2"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","69.4"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","70"
"RSM05C01","Retail Sales Index Value Unadjusted","202107","2021 July","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","119"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","45","Motor trades (45)","Base 2015=100","137.7"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","119.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","4719","Department stores (4719)","Base 2015=100","91.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","4730","Retail sale of automotive fuel (4730)","Base 2015=100","110.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","140.1"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","147.9"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","5630","Bars (5630)","Base 2015=100","95.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","V3970","All retail businesses","Base 2015=100","122.8"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","135.3"
"RSM05C01","Retail Sales Index Value Unadjusted","202108","2021 August","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","117.2"
